,股票名稱,股票類別,Date,稅後淨利率,EPS(元),Close,漲跌幅_next,漲跌幅_標籤
45,世芯-KY(3661),半導體業,2014-05-15,0.0630952380952381,0.98,87.97197723388672,0.19793154998979676,1
46,世芯-KY(3661),半導體業,2014-08-14,0.0452147701582517,1.1,105.38440704345703,-0.1678444386769078,-1
47,世芯-KY(3661),半導體業,2014-11-14,0.06851424172440339,1.62,87.69622039794922,-0.4074073912966693,-1
48,世芯-KY(3661),半導體業,2015-03-31,0.00816326530612245,0.18,51.96813201904297,-0.13715272858653524,-1
49,世芯-KY(3661),半導體業,2015-05-15,-0.07965860597439545,-0.88,44.84056091308594,-0.15694160727757547,-1
50,世芯-KY(3661),半導體業,2015-08-14,0.018285714285714287,0.25,37.8032112121582,-0.020998427327865055,-1
51,世芯-KY(3661),半導體業,2015-11-14,0.07083015993907082,1.51,37.009403228759766,-0.10683231439796746,-1
52,世芯-KY(3661),半導體業,2016-03-31,0.08491620111731843,1.22,33.05560302734375,-0.19610573310092821,-1
53,世芯-KY(3661),半導體業,2016-05-15,0.009483667017913594,0.14,26.573209762573242,-0.1418684949736273,-1
54,世芯-KY(3661),半導體業,2016-08-14,-0.2972972972972973,-3.94,22.803308486938477,0.07352205482647695,1
55,世芯-KY(3661),半導體業,2016-11-14,-0.028634361233480177,-0.42,24.479854583740234,0.888888802316632,1
56,世芯-KY(3661),半導體業,2017-03-31,0.047105004906771344,0.78,46.239723205566406,0.2170385991265413,1
57,世芯-KY(3661),半導體業,2017-05-15,0.048302872062663184,0.61,56.27552795410156,0.15333305495851085,1
58,世芯-KY(3661),半導體業,2017-08-14,0.07955517536355859,1.53,64.90442657470703,0.2745665911968434,1
59,世芯-KY(3661),半導體業,2017-11-14,0.06102117061021171,1.62,82.72501373291016,0.3548753828876375,1
60,世芯-KY(3661),半導體業,2018-03-31,0.11172413793103449,1.33,112.08208465576172,0.0962342273132009,1
61,世芯-KY(3661),半導體業,2018-05-15,0.13916256157635468,1.85,122.86821746826172,-0.16793884076352675,-1
62,世芯-KY(3661),半導體業,2018-08-14,0.12332990750256938,1.95,102.23387145996094,-0.266470711413539,-1
63,世芯-KY(3661),半導體業,2018-11-14,0.10677382319173363,1.51,74.99153900146484,-0.060606100684169384,-1
64,世芯-KY(3661),半導體業,2019-03-31,-0.08690176322418136,-1.13,70.44659423828125,0.07123653934293712,1
65,世芯-KY(3661),半導體業,2019-05-15,0.08863025962399283,1.66,75.4649658203125,0.2797993882327821,1
66,世芯-KY(3661),半導體業,2019-08-14,0.08786127167630058,1.27,96.58001708984375,1.1206418928099486,1
67,世芯-KY(3661),半導體業,2019-11-14,0.12747252747252746,1.93,204.81163024902344,-0.0772833149624866,-1
68,世芯-KY(3661),半導體業,2020-03-31,0.09861111111111111,2.35,188.9831085205078,0.5101521598727901,1
69,世芯-KY(3661),半導體業,2020-05-15,0.11447368421052631,2.87,285.39324951171875,1.2218490069148438,1
70,世芯-KY(3661),半導體業,2020-08-14,0.11685940353012782,3.14,634.1007080078125,-0.12849825576907195,-1
71,世芯-KY(3661),半導體業,2020-11-14,0.11605802901450725,3.77,552.619873046875,0.5706806091898012,1
72,世芯-KY(3661),半導體業,2021-03-31,0.12363067292644757,3.86,867.9893188476562,-0.5016666388911097,-1
73,世芯-KY(3661),半導體業,2021-05-15,0.14591951861602107,5.68,432.54803466796875,0.324414864847894,1
74,世芯-KY(3661),半導體業,2021-08-14,0.14269992663242848,5.54,572.873046875,1.1478488276948358,1
75,世芯-KY(3661),半導體業,2021-11-14,0.14073494917904614,5.12,1230.4447021484375,-0.1304347912355033,-1
76,世芯-KY(3661),半導體業,2022-03-31,0.1420523138832998,5.06,1069.951904296875,-0.17181820836992756,-1
77,世芯-KY(3661),半導體業,2022-05-15,0.17157050057317538,6.32,886.1146850585938,-0.20856202769742024,-1
78,世芯-KY(3661),半導體業,2022-08-14,0.1438655462184874,6.01,701.3048095703125,0.16574878126344084,1
79,世芯-KY(3661),半導體業,2022-11-14,0.1250352013517319,6.2,817.5452270507812,0.4939759953611368,1
80,世芯-KY(3661),半導體業,2023-03-31,0.11217808817110432,7.2,1221.3929443359375,0.08870967016538954,1
81,世芯-KY(3661),半導體業,2023-05-15,0.10181945416375088,8.09,1329.7423095703125,0.3444443434644705,1
82,世芯-KY(3661),半導體業,2023-08-14,0.09270938446014128,10.16,1787.7645263671875,0.8194691877642943,1
83,世芯-KY(3661),半導體業,2023-11-14,0.11668856767411301,12.03,3252.782470703125,0.022831039261233452,1
84,世芯-KY(3661),半導體業,2024-03-31,0.12127452042917525,15.31,3327.046875,-0.1502975875987996,-1
85,世芯-KY(3661),半導體業,2024-05-15,0.11725452812202097,15.83,2826.999755859375,-0.1611208223299481,-1
86,世芯-KY(3661),半導體業,2024-08-14,0.11684582535709026,20.05,2371.51123046875,-0.028045926839487693,-1
87,中信金(2891),金融保險業,2002-11-14,0.17257683215130024,0.58,3.7980594635009766,-0.03488898078971434,-1
88,中信金(2891),金融保險業,2003-03-31,0.16144904360661788,0.56,3.6655490398406982,-0.0036150290349032193,-1
89,中信金(2891),金融保險業,2003-05-15,0.22531613232852216,0.77,3.6522979736328125,0.0571492059977356,1
90,中信金(2891),金融保險業,2003-08-14,0.24513520343694717,0.85,3.8610239028930664,0.5347777750058847,1
91,中信金(2891),金融保險業,2003-11-14,0.24867825976176827,0.77,5.925813674926758,0.14471151169052215,1
92,中信金(2891),金融保險業,2004-03-31,-0.22545454545454546,-0.75,6.783347129821777,-0.12131506968720718,-1
93,中信金(2891),金融保險業,2004-05-15,0.23756674693749347,0.82,5.960424900054932,0.028407068622935655,1
94,中信金(2891),金融保險業,2004-08-14,0.19690455717970765,0.61,6.1297430992126465,0.16730692322670015,1
95,中信金(2891),金融保險業,2004-11-14,0.2569499813958433,0.82,7.155291557312012,-0.06452560068037991,-1
96,中信金(2891),金融保險業,2005-03-31,0.12320191158900837,0.43,6.693592071533203,0.007244177729905938,1
97,中信金(2891),金融保險業,2005-05-15,0.23185910365523688,0.79,6.742081642150879,-0.04012809804253008,-1
98,中信金(2891),金融保險業,2005-08-14,0.24663806815443196,0.85,6.471534729003906,0.09248049189082769,1
99,中信金(2891),金融保險業,2005-11-14,0.17907921462423831,0.64,7.070025444030762,-0.14787429187913495,-1
100,中信金(2891),金融保險業,2006-03-31,0.08924237170596394,0.27,6.024550437927246,0.17570524531521012,1
101,中信金(2891),金融保險業,2006-05-15,0.032053526276889566,0.06,7.083095550537109,-0.039450926356278115,-1
102,中信金(2891),金融保險業,2006-08-14,-0.1338901213623907,-0.49,6.803660869598389,0.0986844203213681,1
103,中信金(2891),金融保險業,2006-11-14,-0.006631776597019696,-0.07,7.475076198577881,0.03193589893987582,1
104,中信金(2891),金融保險業,2007-03-31,-0.3052895934704128,-1.0,7.713799476623535,0.025145190613098466,1
105,中信金(2891),金融保險業,2007-05-15,0.11796136457048911,0.29,7.907764434814453,-0.1056605054672685,-1
106,中信金(2891),金融保險業,2007-08-14,0.22538714595201798,0.67,7.072226047515869,-0.03586480237747507,-1
107,中信金(2891),金融保險業,2007-11-14,0.1943979933110368,0.54,6.818582057952881,0.2844633518846642,1
108,中信金(2891),金融保險業,2008-03-31,0.022095445078330164,0.03,8.758218765258789,0.07495782181784208,1
109,中信金(2891),金融保險業,2008-05-15,0.300763358778626,0.55,9.414715766906738,-0.3083307460612264,-1
110,中信金(2891),金融保險業,2008-08-14,0.24712893413619716,0.44,6.511869430541992,-0.5403794050839241,-1
111,中信金(2891),金融保險業,2008-11-14,0.2943693072039746,0.44,2.9929893016815186,0.3463630521733887,1
112,中信金(2891),金融保險業,2009-03-31,0.11952036128630382,0.14,4.0296502113342285,0.6129031265601353,1
113,中信金(2891),金融保險業,2009-05-15,0.2552439666190512,0.35,6.4994354248046875,0.021051181250249445,1
114,中信金(2891),金融保險業,2009-08-14,-0.37034331628926226,-0.37,6.636256217956543,0.036865504491623985,1
115,中信金(2891),金融保險業,2009-11-14,0.04835523490509319,0.03,6.8809051513671875,-0.11547927195435384,-1
116,中信金(2891),金融保險業,2010-03-31,0.11371312767394731,0.14,6.086303234100342,-0.02777786700510024,-1
117,中信金(2891),金融保險業,2010-05-15,0.30156438026474125,0.38,5.917238712310791,0.18364508887613684,1
118,中信金(2891),金融保險業,2010-08-14,0.28465327775672605,0.38,7.003910541534424,0.02449533692372789,1
119,中信金(2891),金融保險業,2010-11-14,0.2647614727451425,0.33,7.175473690032959,0.28534703379352777,1
120,中信金(2891),金融保險業,2011-03-31,0.22811768149882905,0.29,9.222973823547363,0.0,0
121,中信金(2891),金融保險業,2011-05-15,0.3395885460105644,0.47,9.222973823547363,-0.04611400137049065,-1
122,中信金(2891),金融保險業,2011-08-14,0.43482186262934924,0.6,8.7976655960083,-0.16598872783053828,-1
123,中信金(2891),金融保險業,2011-11-14,0.23565988961084328,0.29,7.337352275848389,0.03782364734902772,1
124,中信金(2891),金融保險業,2012-03-31,0.22671236995610078,0.33,7.614877700805664,-0.02695416203180602,-1
125,中信金(2891),金融保險業,2012-05-15,0.2407271053842614,0.46,7.409625053405762,0.006654756932668602,1
126,中信金(2891),金融保險業,2012-08-14,0.22275981433404138,0.49,7.458934307098389,-0.037656403038410884,-1
127,中信金(2891),金融保險業,2012-11-14,0.16594363912108065,0.34,7.178057670593262,0.14610723183041155,1
128,中信金(2891),金融保險業,2013-03-31,0.30656541175203317,0.45,8.226823806762695,0.025352259620121834,1
129,中信金(2891),金融保險業,2013-05-15,0.2570095321660751,0.52,8.435392379760742,0.12672164971764188,1
130,中信金(2891),金融保險業,2013-08-14,0.24238995934240765,0.53,9.504339218139648,0.013113958608560166,1
131,中信金(2891),金融保險業,2013-11-14,0.1599253467194388,0.34,9.628978729248047,0.018716679760032866,1
132,中信金(2891),金融保險業,2014-03-31,0.0756593573752077,0.23,9.80920124053955,-0.028871365303242087,-1
133,中信金(2891),金融保險業,2014-05-15,0.1968881816574474,0.53,9.525996208190918,0.1653293095989871,1
134,中信金(2891),金融保險業,2014-08-14,0.3948343005497862,1.41,11.100922584533691,0.024738231713461695,1
135,中信金(2891),金融保險業,2014-11-14,0.14647648496334348,0.58,11.375539779663086,-0.004784577080810233,-1
136,中信金(2891),金融保險業,2015-03-31,0.043592032131120936,0.14,11.321112632751465,0.07211512177485271,1
137,中信金(2891),金融保險業,2015-05-15,0.18029551198096327,0.64,12.13753604888916,-0.006687446948954474,-1
138,中信金(2891),金融保險業,2015-08-14,0.1617624704119525,0.45,12.056366920471191,-0.12342571600718462,-1
139,中信金(2891),金融保險業,2015-11-14,0.1597179137196509,0.47,10.5683012008667,-0.02298850885882061,-1
140,中信金(2891),金融保險業,2016-03-31,0.1560978523850772,0.62,10.32535171508789,-0.04999992611007604,-1
141,中信金(2891),金融保險業,2016-05-15,0.08688919476944253,0.36,9.80908489227295,0.16263637672619244,1
142,中信金(2891),金融保險業,2016-08-14,0.10265458549463378,0.43,11.404398918151855,0.016824437492740447,1
143,中信金(2891),金融保險業,2016-11-14,0.10661469407039924,0.5,11.596271514892578,0.10946750428386788,1
144,中信金(2891),金融保險業,2017-03-31,0.05471110159613692,0.24,12.865686416625977,0.040000148250825575,1
145,中信金(2891),金融保險業,2017-05-15,0.10885064208451005,0.52,13.380315780639648,0.026777659002907853,1
146,中信金(2891),金融保險業,2017-08-14,0.12110817941952506,0.47,13.738609313964844,0.010416788144031339,1
147,中信金(2891),金融保險業,2017-11-14,0.13107748511636297,0.6,13.881721496582031,0.09278340812473722,1
148,中信金(2891),金融保險業,2018-03-31,0.0678470270447611,0.32,15.16971492767334,0.03301887474500363,1
149,中信金(2891),金融保險業,2018-05-15,0.1606157726054747,0.63,15.670601844787598,0.019235304288016352,1
150,中信金(2891),金融保險業,2018-08-14,0.1402011361001623,0.5,15.972030639648438,-0.02358482454623532,-1
151,中信金(2891),金融保險業,2018-11-14,0.11086716589725028,0.48,15.595333099365234,-0.012077252145981274,-1
152,中信金(2891),金融保險業,2019-03-31,0.05634797345007767,0.25,15.406984329223633,0.017114717226952188,1
153,中信金(2891),金融保險業,2019-05-15,0.13772432748392552,0.57,15.670670509338379,0.018297409384885693,1
154,中信金(2891),金融保險業,2019-08-14,0.19269810423600917,0.44,15.957403182983398,0.09653447920370774,1
155,中信金(2891),金融保險業,2019-11-14,0.2553866927143186,0.91,17.49784278869629,-0.1918736058968974,-1
156,中信金(2891),金融保險業,2020-03-31,0.0709557770305927,0.24,14.14046859741211,0.0949720907759954,1
157,中信金(2891),金融保險業,2020-05-15,0.19347037484885127,0.62,15.483418464660645,0.036855254777158335,1
158,中信金(2891),金融保險業,2020-08-14,0.14697750408445395,0.31,16.05406379699707,0.012919877300015814,1
159,中信金(2891),金融保險業,2020-11-14,0.3408752664816379,0.87,16.2614803314209,0.12755118377976984,1
160,中信金(2891),金融保險業,2021-03-31,0.19732480713384765,0.35,18.335651397705078,-0.00452504597342685,-1
161,中信金(2891),金融保險業,2021-05-15,0.4138807223855523,1.01,18.252681732177734,0.036363771259632784,1
162,中信金(2891),金融保險業,2021-08-14,0.36179568193786205,0.7,18.916418075561523,0.08965520161981905,1
163,中信金(2891),金融保險業,2021-11-14,0.25646780862374485,0.61,20.61237335205078,0.24050627289063758,1
164,中信金(2891),金融保險業,2022-03-31,0.15563653935208488,0.4,25.569778442382812,-0.1224491135563312,-1
165,中信金(2891),金融保險業,2022-05-15,0.28300444691495275,0.84,22.43878173828125,-0.013295213757048393,-1
166,中信金(2891),金融保險業,2022-08-14,0.18586126013144755,0.36,22.140453338623047,-0.09958499217865237,-1
167,中信金(2891),金融保險業,2022-11-14,0.21840575698865208,0.4,19.935596466064453,0.006912365238632935,1
168,中信金(2891),金融保險業,2023-03-31,-0.36352705410821645,-0.05,20.07339859008789,0.0686499797325071,1
169,中信金(2891),金融保險業,2023-05-15,0.5505565468603959,0.66,21.45143699645996,0.08206544639504582,1
170,中信金(2891),金融保險業,2023-08-14,0.4070137605257753,0.81,23.21185874938965,0.07613162823501222,1
171,中信金(2891),金融保險業,2023-11-14,0.44540805982925236,0.96,24.979015350341797,0.2466539525440895,1
172,中信金(2891),金融保險業,2024-03-31,0.2524163944363991,0.38,31.140188217163086,0.13190191583253336,1
173,中信金(2891),金融保險業,2024-05-15,0.4312335092348285,1.07,35.24763870239258,-0.01411835574559492,-1
174,中信金(2891),金融保險業,2024-08-14,0.3825574294170151,0.78,34.75,0.05467630290299011,1
175,中租-KY(5871),其他業,2012-03-31,0.13063343717549325,0.86,15.269067764282227,0.04964518276376076,1
176,中租-KY(5871),其他業,2012-05-15,0.15780445969125215,0.94,16.027103424072266,0.1254579118576649,1
177,中租-KY(5871),其他業,2012-08-14,0.1710914454277286,1.11,18.037830352783203,0.21052651057658978,1
178,中租-KY(5871),其他業,2012-11-14,0.21772710555351232,1.51,21.83527183532715,0.4417390645032207,1
179,中租-KY(5871),其他業,2013-03-31,0.16016064257028112,1.12,31.480764389038086,0.14595885473887377,1
180,中租-KY(5871),其他業,2013-05-15,0.21359223300970873,1.53,36.075660705566406,-0.17898934949684986,-1
181,中租-KY(5871),其他業,2013-08-14,0.21174453493356193,1.64,29.618501663208008,0.14002907533667663,1
182,中租-KY(5871),其他業,2013-11-14,0.18958557588805167,1.41,33.765953063964844,0.026685406904243352,1
183,中租-KY(5871),其他業,2014-03-31,0.16919511167298779,1.61,34.66701126098633,0.00136799552892581,1
184,中租-KY(5871),其他業,2014-05-15,0.18491772226826092,1.57,34.71443557739258,0.21742369739678805,1
185,中租-KY(5871),其他業,2014-08-14,0.19691027926322044,1.51,42.262176513671875,-0.05429300132072352,-1
186,中租-KY(5871),其他業,2014-11-14,0.21109757448222394,1.74,39.96763610839844,0.04138862047730727,1
187,中租-KY(5871),其他業,2015-03-31,0.19639764461378595,1.55,41.62184143066406,0.0,0
188,中租-KY(5871),其他業,2015-05-15,0.20098788662824885,1.56,41.62184143066406,-0.16407733319548973,-1
189,中租-KY(5871),其他業,2015-08-14,0.18774747030356356,1.5,34.792640686035156,-0.029850618626984255,-1
190,中租-KY(5871),其他業,2015-11-14,0.1859566244363324,1.52,33.754058837890625,-0.04102572390292328,-1
191,中租-KY(5871),其他業,2016-03-31,0.17290049400141144,1.51,32.3692741394043,-0.10516921337104355,-1
192,中租-KY(5871),其他業,2016-05-15,0.1847925216598267,1.42,28.965023040771484,0.13489886154457648,1
193,中租-KY(5871),其他業,2016-08-14,0.19949785542420756,1.67,32.872371673583984,-0.01113145134290981,-1
194,中租-KY(5871),其他業,2016-11-14,0.19931556569532302,1.69,32.50645446777344,0.3302060982668049,1
195,中租-KY(5871),其他業,2017-03-31,0.1785749875435974,1.57,43.24028396606445,0.1001411446363318,1
196,中租-KY(5871),其他業,2017-05-15,0.23007149717212677,1.89,47.57041549682617,0.10597700985357288,1
197,中租-KY(5871),其他業,2017-08-14,0.2224025974025974,1.92,52.611785888671875,0.025301076054694276,1
198,中租-KY(5871),其他業,2017-11-14,0.25335348573587757,2.35,53.94292068481445,0.210340876440414,1
199,中租-KY(5871),其他業,2018-03-31,0.2255626181068545,2.25,65.28932189941406,0.06796121156370676,1
200,中租-KY(5871),其他業,2018-05-15,0.26295718495406484,2.4,69.7264633178711,0.0005497206699020383,1
201,中租-KY(5871),其他業,2018-08-14,0.2823787510773329,2.8,69.7647933959961,-0.07019271536931945,-1
202,中租-KY(5871),其他業,2018-11-14,0.26796560700481187,2.63,64.86781311035156,0.30299926349808537,1
203,中租-KY(5871),其他業,2019-03-31,0.24707277308433379,2.59,84.52271270751953,-0.05555550039395911,-1
204,中租-KY(5871),其他業,2019-05-15,0.27752791563275436,2.78,79.82701110839844,0.10213200961934175,1
205,中租-KY(5871),其他業,2019-08-14,0.27720598325785645,3.04,87.97990417480469,0.12550601810556672,1
206,中租-KY(5871),其他業,2019-11-14,0.25273143604841347,2.91,99.02191162109375,-0.34172655828646276,-1
207,中租-KY(5871),其他業,2020-03-31,0.24343631701062401,3.0,65.1834945678711,0.22950816218347697,1
208,中租-KY(5871),其他業,2020-05-15,0.28135982213296995,2.95,80.14363861083984,0.2676448869431992,1
209,中租-KY(5871),其他業,2020-08-14,0.2773620532904399,2.87,101.59367370605469,0.2045453145916901,1
210,中租-KY(5871),其他業,2020-11-14,0.2921604375569736,3.25,122.37418365478516,0.2389938820420093,1
211,中租-KY(5871),其他業,2021-03-31,0.2822143846832095,3.24,151.62086486816406,-0.007614355981029776,-1
212,中租-KY(5871),其他業,2021-05-15,0.2965570738110866,3.6,150.46636962890625,0.27987862038640443,1
213,中租-KY(5871),其他業,2021-08-14,0.31244703090570086,3.69,192.5786895751953,0.08154506709816473,1
214,中租-KY(5871),其他業,2021-11-14,0.30189503577084814,3.81,208.28253173828125,0.005952305948042213,1
215,中租-KY(5871),其他業,2022-03-31,0.28956732504770255,3.87,209.5222930908203,-0.2406311354105849,-1
216,中租-KY(5871),其他業,2022-05-15,0.3598313760915387,4.94,159.10470581054688,0.25428916573623733,1
217,中租-KY(5871),其他業,2022-08-14,0.32664052534605753,4.17,199.5633087158203,-0.14988812624244174,-1
218,中租-KY(5871),其他業,2022-11-14,0.3142229593437626,4.44,169.65113830566406,0.1763157660413858,1
219,中租-KY(5871),其他業,2023-03-31,0.2640582582841384,3.95,199.5633087158203,-0.06487691592841761,-1
220,中租-KY(5871),其他業,2023-05-15,0.29775280898876405,4.35,186.6162567138672,-0.1258177888081381,-1
221,中租-KY(5871),其他業,2023-08-14,0.25578986618055266,3.47,163.13661193847656,-0.0028817767233815165,-1
222,中租-KY(5871),其他業,2023-11-14,0.24744887830057574,3.86,162.66648864746094,-0.005780304527615984,-1
223,中租-KY(5871),其他業,2024-03-31,0.2288940312799234,3.55,161.72622680664062,-0.11046515248294869,-1
224,中租-KY(5871),其他業,2024-05-15,0.23249770101155492,3.6,143.86111450195312,0.03224558292980481,1
225,中租-KY(5871),其他業,2024-08-14,0.2490382747231397,3.55,148.5,-0.16835016835016836,-1
226,中租-KY(5871),其他業,2024-11-14,0.23556995806328632,3.75,123.5,0.012145748987854251,1
227,中華電(2412),通信網路業,2007-05-15,0.26609158726316484,1.25,34.29794692993164,-0.006337225410162895,-1
228,中華電(2412),通信網路業,2007-08-14,0.24881629729837265,1.18,34.08059310913086,0.11111131010072393,1
229,中華電(2412),通信網路業,2007-11-14,0.2549883990719258,1.24,37.867332458496094,0.21060606884829935,1
230,中華電(2412),通信網路業,2008-03-31,0.20942335021316627,0.99,45.84242248535156,-0.013767550091884078,-1
231,中華電(2412),通信網路業,2008-05-15,0.21029495456953903,1.12,45.21128463745117,-0.0076139902683686886,-1
232,中華電(2412),通信網路業,2008-08-14,0.2504503062082216,1.31,44.86704635620117,-0.11391247146334431,-1
233,中華電(2412),通信網路業,2008-11-14,0.26093955515420403,1.39,39.75613021850586,-0.03170661662043839,-1
234,中華電(2412),通信網路業,2009-03-31,0.1704143912624478,0.88,38.49559783935547,-0.021001764870845343,-1
235,中華電(2412),通信網路業,2009-05-15,0.21960504885993484,1.11,37.6871223449707,0.08896261766719271,1
236,中華電(2412),通信網路業,2009-08-14,0.23874820533094737,1.08,41.03986740112305,0.021238841811782563,1
237,中華電(2412),通信網路業,2009-11-14,0.21811571040434713,1.13,41.91150665283203,-0.021584985687435432,-1
238,中華電(2412),通信網路業,2010-03-31,0.2069161108611888,1.09,41.0068473815918,-0.008051295203707565,-1
239,中華電(2412),通信網路業,2010-05-15,0.24307165171823036,1.24,40.67668914794922,0.10524282224295822,1
240,中華電(2412),通信網路業,2010-08-14,0.2603696842783505,1.33,44.957618713378906,0.15937497083248128,1
241,中華電(2412),通信網路業,2010-11-14,0.235040802280995,1.23,52.122737884521484,-0.012399017745095147,-1
242,中華電(2412),通信網路業,2011-03-31,0.2039352914180817,1.1,51.47646713256836,0.009825372249374123,1
243,中華電(2412),通信網路業,2011-05-15,0.22553596950929014,1.5,51.982242584228516,0.09157674420754991,1
244,中華電(2412),通信網路業,2011-08-14,0.24429949471750115,1.7,56.74260711669922,0.053180446789838395,1
245,中華電(2412),通信網路業,2011-11-14,0.21422801443265657,1.53,59.76020431518555,-0.1000000063833404,-1
246,中華電(2412),通信網路業,2012-03-31,0.1822504828189338,1.28,53.784183502197266,0.005500595388348602,1
247,中華電(2412),通信網路業,2012-05-15,0.17296878379352607,1.24,54.08002853393555,0.04787548349393073,1
248,中華電(2412),通信網路業,2012-08-14,0.2102167239572802,1.47,56.66913604736328,0.02217297139088258,1
249,中華電(2412),通信網路業,2012-11-14,0.19350637605137017,1.38,57.9256591796875,0.0065076644743081,1
